Student ID, First Name, Last Name, Date Of Birth, ClassNo, GPA
20203377,fn-Yvksnx,ln-Pcwkv,1993-10-01,C505,2.38
20193233,fn-Nydemjpzcb,ln-Pmyxpqp,2001-12-24,C304,0.49
20195672,fn-Fjmdce,ln-Ucl,2006-01-09,C503,3.15
20181412,fn-Jomdtit,ln-Mfmzhg,1998-11-20,C504,0.97
20183527,fn-Oxstvm,ln-Hrlw,2002-10-13,C501,1.22
20201054,fn-Ymkswzere,ln-Dzbi,1994-02-22,C203,0.64
20205850,fn-Vbwdekw,ln-Giwlqhnvk,2003-12-01,C604,3.2
20181967,fn-Qqgyyghsq,ln-Trmzyhmy,2002-12-03,C404,2.3
20191421,fn-Gwlt,ln-Cxvkmfjlop,2002-12-12,C501,0.77
20202550,fn-Jkclguxkdz,ln-Kzpwsbxyg,2003-12-20,C105,0.64
20195678,fn-Stbu,ln-Xqvucunc,2009-08-02,C405,3.71
20182333,fn-Tzvrpi,ln-Vrztjow,2000-02-18,C305,1.99
20201806,fn-Niyd,ln-Ubwtznop,1993-10-03,C201,1.02
20191833,fn-Ejm,ln-Rynfngdy,2000-02-15,C505,1.82
20204448,fn-Xhg,ln-Ryhjkvo,2000-12-30,C501,1.3
20182944,fn-Lcgcfph,ln-Nuvilznyp,1993-09-23,C301,1.67
20194139,fn-Bqjb,ln-Olr,1997-05-10,C404,0.6
20193370,fn-Yfguzql,ln-Zjmezshf,2002-10-21,C603,3.53
20204846,fn-Znfkj,ln-Weph,1994-04-07,C201,1.58
20183651,fn-Bytjjzmzxz,ln-Uyxrqudsbp,1997-09-25,C101,3.02
20185609,fn-Gxotrkd,ln-Edposihg,1996-10-07,C404,1.14
20193620,fn-Iiccjnlo,ln-Mzhijvv,2003-05-05,C603,1.68
20195297,fn-Ynlhg,ln-Gpxwwq,2008-09-28,C504,0.56
20204598,fn-Sydg,ln-Kytng,2001-02-21,C402,0.82
20183803,fn-Enhm,ln-Iiofl,2005-09-17,C304,2.68
20191318,fn-Zbgx,ln-Qpvy,2007-11-13,C604,1.96
20202156,fn-Gqv,ln-Juf,2005-05-08,C204,2.44
20184679,fn-Minh,ln-Lmox,2010-06-14,C503,1.91
20184894,fn-Mtmvx,ln-Cbbvqqgrr,1998-12-06,C602,3.21
20204315,fn-Sbngfmk,ln-Tmlhhkmtwf,1990-11-19,C602,0.59
20191124,fn-Tbpy,ln-Iyhfeymdr,1997-06-21,C102,3.96
20192317,fn-Yfnrrkntr,ln-Xkjh,2002-11-15,C402,2.12
20194247,fn-Wuxxnv,ln-Ugnjz,2004-06-10,C503,1.47
20183781,fn-Zfdlrqctjz,ln-Wwir,1995-05-30,C503,0.55
20185595,fn-Klfucy,ln-Lyuf,1993-01-11,C101,1.56
20185081,fn-Szenqcx,ln-Mlnhtrjubz,1993-01-20,C203,1.0
20205380,fn-Zudf,ln-Pxxqbc,1992-09-28,C605,1.59
20183694,fn-Dsxjxb,ln-Odyfr,1991-02-25,C502,3.45
20204232,fn-Ptky,ln-Bkzmm,2009-07-25,C205,2.43
20205362,fn-Fezip,ln-Xptdjfyz,1997-12-10,C201,1.14
20185580,fn-Pdkpitfge,ln-Fvhfuirt,1998-07-26,C101,0.6
20204006,fn-Qcyrvutiy,ln-Jiqfbky,1991-05-12,C604,0.51
20201350,fn-Ysdgffw,ln-Cuudywgbt,1996-12-25,C605,3.55
20194783,fn-Ufnpdlhxfq,ln-Xtzhqrdmle,1999-10-10,C204,0.63
20184637,fn-Msxjrmfxj,ln-Txelqyg,2008-04-09,C105,3.63
20181583,fn-Vhp,ln-Incdnypu,1999-10-09,C503,2.56
20181878,fn-Peqs,ln-Opjwekwpby,1993-10-01,C302,1.06
20205688,fn-Rcklfjgmwf,ln-Tpqm,1999-12-16,C303,1.68
20205163,fn-Khvebljj,ln-Ebwbvjgvik,2003-10-04,C203,0.39
20203076,fn-Psbzzq,ln-Gqgcwm,1991-11-20,C104,2.3
20191831,fn-Wst,ln-Tyolpu,2000-10-03,C202,3.44
20184013,fn-Kvmovuut,ln-Rkpjy,1997-01-21,C204,2.79
20181602,fn-Vjgnbh,ln-Gepucesc,2003-09-04,C401,0.91
20185798,fn-Owsizgbj,ln-Ptbu,1990-01-11,C204,3.75
20201295,fn-Rmtxnj,ln-Vkzb,2006-06-12,C501,2.56
20191768,fn-Tfnjfrvoy,ln-Dixkloj,1990-01-16,C105,1.51
20194392,fn-Ygttywego,ln-Gibehzew,1999-11-30,C401,2.85
20193108,fn-Qqwegmmi,ln-Hdpcdtt,1990-02-13,C604,0.72
20182571,fn-Oxqkwltz,ln-Iljpoolktg,1998-02-14,C504,2.48
20195211,fn-Rjgtocgy,ln-Yluv,1994-08-09,C604,1.63
20181248,fn-Ydsiipj,ln-Fvuggrtp,2005-10-13,C103,1.17
20194452,fn-Qkn,ln-Lgktlk,2000-07-07,C102,2.56
20192113,fn-Vesuhcvpjw,ln-Ynyigt,2010-10-28,C502,0.74
20194100,fn-Zlbvsolkou,ln-Vordyp,1991-01-18,C101,1.38
20202738,fn-Tljkcwh,ln-Rpekonmlzl,2001-01-27,C105,3.22
20203227,fn-Zfg,ln-Iylchtgxt,1992-06-14,C205,3.3
20185567,fn-Okrjg,ln-Djutd,2004-08-09,C102,2.97
20193954,fn-Jtdwvmmsrn,ln-Ycszx,1999-11-28,C404,2.66
20203341,fn-Lhswyqgjy,ln-Nrmmzrncp,2004-11-06,C204,0.15
20193281,fn-Gskuk,ln-Uguntjxusz,2002-07-17,C104,3.98
20193313,fn-Fqm,ln-Bwsdilwz,2005-09-11,C501,3.53
20202028,fn-Tuhbwsl,ln-Jobhdeib,1994-08-09,C101,3.82
20194156,fn-Xwy,ln-Xtekz,2006-09-28,C402,2.03
20181625,fn-Yiyrxg,ln-Wzjkrexbrb,1992-06-02,C304,2.55
20183962,fn-Hrltpnwfzo,ln-Orcwbyw,2001-03-30,C202,3.12
20193744,fn-Gey,ln-Mqpjmq,1991-10-15,C501,0.47
20193224,fn-Ntdg,ln-Tnrk,2003-12-03,C301,1.12
20204222,fn-Exywn,ln-Whwwojftz,2009-09-13,C503,1.5
20201345,fn-Vpmoqhj,ln-Yevw,2004-08-17,C404,0.07
20192600,fn-Excrtof,ln-Hugrpuzbss,1996-05-30,C302,1.31
20191196,fn-Sny,ln-Yybjuwwl,2003-12-24,C402,2.84
20193308,fn-Ofbbovly,ln-Rxt,1990-11-21,C101,0.85
20181283,fn-Ofnxnzlzo,ln-Ycvnconic,1995-11-23,C502,2.26
20181914,fn-Vwj,ln-Hvqvo,2010-11-04,C305,2.33
20195156,fn-Txh,ln-Zlmkzsvvn,2000-10-04,C301,0.09
20192928,fn-Ycqp,ln-Nndjg,1998-11-15,C402,1.4
20183193,fn-Loclnsmfh,ln-Hjq,2005-03-04,C205,1.66
20202468,fn-Gpxrvht,ln-Vouedzvl,2008-10-14,C603,2.69
20193763,fn-Hbr,ln-Llxdq,2010-10-18,C104,1.42
20201128,fn-Sqbkdjq,ln-Njl,2010-02-22,C504,3.37
20201414,fn-Zqlolp,ln-Zuozmchgj,1998-11-29,C204,2.52
20194474,fn-Toriffjyyl,ln-Dcfokjj,2006-01-06,C203,3.08
20183382,fn-Usfsuz,ln-Qex,2005-12-30,C102,2.06
20201888,fn-Riok,ln-Hbgzln,1990-10-06,C103,0.69
20183127,fn-Fqixgfq,ln-Mfelioqdh,1997-10-14,C503,1.11
20204773,fn-Hifhd,ln-Qjhpeutlhc,1994-07-12,C602,1.26
20184236,fn-Nblkgxxil,ln-Bxmp,1995-08-22,C402,1.76
20195978,fn-Rsxoy,ln-Pvhtfbw,1995-12-31,C305,3.76
20191652,fn-Geuini,ln-Ktbkjflu,1990-11-03,C604,3.04
20204731,fn-Tfit,ln-Rdrddcugmx,2003-08-09,C404,0.82
20204746,fn-Ksfkuoi,ln-Jvfynq,2006-08-11,C601,3.83
20182957,fn-Rtj,ln-Pkd,2009-12-26,C402,0.19
20181043,fn-Zruitx,ln-Ybqxejqxn,2007-12-21,C305,3.93
20182201,fn-Ieotw,ln-Yqjn,1995-01-16,C104,0.08
20191611,fn-Shvwu,ln-Dyktjjkzid,2007-06-09,C201,3.78
20201671,fn-Btsqpxqnjb,ln-Xinuguvon,1996-08-17,C504,2.91
20183937,fn-Hluzfm,ln-Ykfpg,2003-10-02,C102,1.52
20191814,fn-Mqm,ln-Rrve,1995-10-22,C601,2.32
20194478,fn-Upwfw,ln-Fkkvr,2000-09-12,C505,3.91
20205818,fn-Onsr,ln-Fxgzdz,2010-04-09,C301,1.13
20205549,fn-Iwxb,ln-Msmbexqo,2009-10-08,C403,0.7
20195641,fn-Qjutt,ln-Dho,2010-02-26,C602,0.76
20202679,fn-Lqrnsxwgy,ln-Vbsys,2000-12-31,C105,2.93
20204120,fn-Dpxn,ln-Jrunzpkg,1997-02-28,C405,1.99
20203703,fn-Sclcc,ln-Ykxvje,1993-12-28,C601,3.9
20205287,fn-Tkcef,ln-Eelmvddti,1996-11-01,C303,3.71
20203472,fn-Siyhwif,ln-Gyhyb,1994-12-20,C103,2.38
20205205,fn-Gkhf,ln-Fbkbq,1993-03-03,C603,3.99
20195692,fn-Cwxkei,ln-Ipcnulzktu,2008-06-05,C105,1.54
20201758,fn-Sykp,ln-Exqlqodksk,2010-12-16,C205,0.48
20195468,fn-Hnj,ln-Cgvfzwbp,2008-06-01,C404,1.26
20185073,fn-Iihtljnd,ln-Jovibldk,2010-04-04,C202,2.84
20202834,fn-Vfsgdeqtsk,ln-Wefy,2002-10-05,C304,0.88
20195624,fn-Cvsxtwc,ln-Eoxh,2002-02-22,C505,2.21
20183858,fn-Lqnwy,ln-Nvhcyfdhv,2000-04-20,C502,2.88
20195081,fn-Ibvnt,ln-Ukutnmnyl,1998-03-30,C104,2.86
20192435,fn-Jmcoflp,ln-Ujqdm,2010-10-18,C502,0.76
20181988,fn-Qdupro,ln-Jrkuwn,2003-03-20,C501,1.53
20203397,fn-Uhipds,ln-Cpmgmsuj,1997-01-13,C203,2.64
20191759,fn-Zrynn,ln-Ujdlftihly,2002-01-24,C504,0.89
20182731,fn-Yxluqwbcl,ln-Feozsonf,1999-01-17,C405,2.49
20182437,fn-Jrcktgcop,ln-Kkieox,2003-06-17,C201,1.86
20185868,fn-Vcdxfzpd,ln-Enprldsmm,2001-02-28,C501,0.59
20203256,fn-Ocovyxidb,ln-Swddblmv,1996-07-07,C602,1.15
20185358,fn-Szrirstzq,ln-Hxkinynd,2010-10-11,C405,3.3
20202011,fn-Ggb,ln-Tzthifgwy,1992-08-23,C501,1.6
20202433,fn-Jiuijqkts,ln-Nddlokejp,2000-09-13,C105,3.51
20195373,fn-Myrfgimu,ln-Krj,1996-12-05,C305,3.94
20195973,fn-Iuwxkkfecf,ln-Zpdkyyxv,1994-12-24,C304,3.39
20191494,fn-Hisjzjolu,ln-Fpetl,2005-04-02,C301,3.24
20194519,fn-Edo,ln-Jus,2010-11-06,C403,2.9
20192602,fn-Mcht,ln-Kne,1994-06-18,C605,1.41
20183714,fn-Gxbzv,ln-Jpldtk,1999-07-20,C505,2.93
20191061,fn-Bqcnbyjwn,ln-Nkvutvjqp,1997-09-17,C205,3.39
20181951,fn-Dhv,ln-Cmlcwnl,1994-12-14,C204,2.69
20204771,fn-Dekdxzh,ln-Uvf,1990-10-23,C103,2.09
20184123,fn-Owsgmwq,ln-Rkjmd,2007-10-22,C202,3.97
20182212,fn-Yuu,ln-Tnmlb,2009-10-17,C101,0.87
20183688,fn-Lhpk,ln-Wmp,2010-12-29,C105,0.58
20202990,fn-Yjlfqbes,ln-Zfv,1998-10-30,C601,3.28
20192367,fn-Nxixvttuw,ln-Nffsvq,2004-08-02,C302,1.38
20182711,fn-Inpzxxlpp,ln-Gdtcvimo,1992-02-13,C403,0.49
20193560,fn-Gerv,ln-Pntes,1993-01-09,C603,2.61
20203807,fn-Unkncvzoec,ln-Cquns,2009-12-15,C601,0.82
20182510,fn-Uxtjsvebi,ln-Xolkqecr,2001-12-22,C101,0.54
20193640,fn-Wdsx,ln-Sbfq,2005-12-17,C202,3.54
20201667,fn-Lvgtzuje,ln-Miewr,1994-12-26,C401,1.16
20195549,fn-Gvnyijltp,ln-Nevkwxozvb,2003-01-30,C401,0.59
20192257,fn-Vtqtfx,ln-Mrcoqmbuys,2004-04-08,C604,3.68
20203415,fn-Igmzh,ln-Chb,1991-12-17,C503,2.94
20202304,fn-Tufspz,ln-Zmuthj,2000-12-08,C603,3.34
20202437,fn-Hnpp,ln-Uoxbkzxde,1996-10-02,C502,1.3
20184794,fn-Vlqqpmck,ln-Zbm,1997-11-15,C502,0.82
20184821,fn-Qgr,ln-Uztzxdd,2003-06-03,C201,1.39
20185935,fn-Uuwnqdsjjr,ln-Tyhhjob,2007-02-29,C604,0.33
20185986,fn-Knxkdmubgn,ln-Puceeug,2007-10-10,C503,1.73
20195698,fn-Qijeivw,ln-Mfrqqvkqt,1993-06-27,C501,1.09
20202439,fn-Ylbmdihkbf,ln-Tfihi,2009-01-15,C401,0.62
20185620,fn-Wnix,ln-Ihuirqd,1997-07-31,C304,1.37
20183080,fn-Lgulpssm,ln-Fpl,1994-01-03,C602,2.38
20204614,fn-Pgsysbxdvq,ln-Ckgjpwbhxu,2004-12-23,C305,2.58
20184847,fn-Jybqphhrju,ln-Xeqxhpj,2000-12-21,C503,1.81
20193749,fn-Jslj,ln-Qlkbub,1992-11-14,C102,1.56
20182593,fn-Vxyz,ln-Dyxbesnfy,1997-12-15,C602,2.67
20183738,fn-Yyj,ln-Jlqw,2008-12-25,C204,3.94
20184371,fn-Eenozs,ln-Icdqdls,1998-08-05,C305,1.4
20185959,fn-Lmykvhh,ln-Zseq,2000-03-18,C401,3.78
20181001,fn-Pmukjes,ln-Fnvkzl,2007-07-12,C403,3.29
20205149,fn-Evjrdic,ln-Yykiwuf,2004-05-29,C204,0.61
20195441,fn-Qrcs,ln-Bbp,1997-10-09,C301,3.22
20183304,fn-Muuzjb,ln-Xpfhr,2002-11-10,C103,3.91
20205972,fn-Fxvnuxyhux,ln-Cfjrehj,1990-07-12,C401,2.23
20184360,fn-Tfhinx,ln-Yepcymtsp,1990-08-05,C405,3.9
20194653,fn-Rvpudqbm,ln-Ledzx,2002-05-22,C204,0.47
20193228,fn-Fsuopzqqq,ln-Usdil,1996-11-17,C101,1.08
20201034,fn-Jceni,ln-Lpzj,2004-06-28,C201,2.34
20182134,fn-Xms,ln-Pycwjvc,2001-11-27,C301,3.28
20183224,fn-Hxvntqekdv,ln-Jhz,1998-11-22,C401,0.72
20201389,fn-Ysyegezuop,ln-Wrp,2000-07-11,C102,2.6
20204425,fn-Hzk,ln-Jezqcokuq,2000-08-01,C304,0.89
20193921,fn-Fwvyrpjkw,ln-Fot,2003-07-30,C104,3.58
20182396,fn-Hzewdrvzo,ln-Urftf,2008-11-27,C205,3.08
20204578,fn-Rkylzv,ln-Krdwqxhhk,1995-12-29,C503,0.43
20184206,fn-Qpgnydfmzh,ln-Gyloqlown,2001-08-24,C502,2.54
20191016,fn-Qxjbvvuu,ln-Mojgs,2002-06-29,C102,3.18
20184220,fn-Jmdurdm,ln-Qisxonvcl,2004-07-14,C203,0.78
20185047,fn-Cyqwgwmd,ln-Fot,2000-05-19,C401,3.01
20182407,fn-Lsmc,ln-Nunbcqmcgn,1990-11-18,C505,3.77
20194175,fn-Vxqtn,ln-Tnpvh,1997-10-06,C101,3.68
20184679,fn-Kvp,ln-Krw,2004-11-21,C402,3.87
20205237,fn-Kvbrvpe,ln-Hfydorjtcy,1993-11-03,C305,2.06
20201204,fn-Zpmkjywrn,ln-Fve,1990-12-08,C202,1.19
20184346,fn-Qrb,ln-Wbpxlnw,1995-03-01,C303,1.73
20183675,fn-Zuhbboszci,ln-Fhmqeell,2008-12-08,C501,1.31
20182890,fn-Oephnshpig,ln-Khsjnsi,2007-07-21,C604,3.23
20202033,fn-Mtjtcx,ln-Chiycp,2010-11-26,C501,0.32
20183209,fn-Plej,ln-Lemkspuiw,1999-07-03,C305,1.11
20183186,fn-Mffotgicm,ln-Ohhdv,1992-11-15,C103,3.51
20201147,fn-Mtjorrlwj,ln-Ibwtr,2007-10-18,C502,2.07
20205213,fn-Flvjzrsbs,ln-Knjsfnhd,2003-12-28,C201,3.12
20182233,fn-Nedmdme,ln-Eve,1999-08-26,C205,3.91
20182472,fn-Tjdjdo,ln-Gcxjkh,1990-12-26,C404,1.31
20194549,fn-Jnzwxx,ln-Emcrrn,2001-04-23,C603,0.78
20203525,fn-Nyvg,ln-Mjt,2009-11-04,C302,3.38
20203010,fn-Jyfzovcbu,ln-Zvqhl,1997-09-26,C505,3.04
20194247,fn-Rezlquj,ln-Lmpsbm,2000-02-23,C101,2.08
20182834,fn-Rpbbbvj,ln-Mlzldpz,2007-10-18,C203,3.29
20202912,fn-Dxnoinjg,ln-Mninix,2009-10-08,C103,0.01
20184597,fn-Eniygehp,ln-Ksdrtcdzbs,1995-11-24,C203,2.26
20191937,fn-Uvsry,ln-Otzyxqxxs,2006-06-25,C501,2.6
20183809,fn-Qzx,ln-Fxukfxndo,1996-12-16,C604,0.19
20195445,fn-Vcqhqfvd,ln-Wqmgdmods,2008-12-22,C102,3.2
20202413,fn-Edcfrpdfu,ln-Dmrpslqhid,2006-02-12,C201,0.92
20205026,fn-Tss,ln-Fsrc,2007-12-23,C204,0.18
20195487,fn-Xyvx,ln-Bnoqxyen,2005-11-25,C102,0.2
20202779,fn-Eyzsr,ln-Okvgvrpw,1990-07-24,C104,3.28
20203814,fn-Hlcuyxniul,ln-Qjpgonvdti,2001-01-13,C101,3.45
20203605,fn-Jjnswbo,ln-Opps,2004-05-06,C401,3.24
20181576,fn-Zlpnyhi,ln-Crqggb,1993-11-12,C204,1.87
20184702,fn-Wxkruy,ln-Pxw,2002-12-08,C404,3.96
20185223,fn-Ertkdbgxc,ln-Voybinik,1993-11-07,C501,3.05
20182374,fn-Jpfrn,ln-Qfdtccgj,2006-03-24,C401,1.97
20203787,fn-Vrw,ln-Izqc,2003-10-21,C401,1.99
20195101,fn-Uibdkzbgwo,ln-Infu,1996-08-24,C105,2.29
20185931,fn-Dqms,ln-Zdtsweu,1990-09-15,C304,3.47
20201894,fn-Bybdrwqkk,ln-Vrh,2010-11-05,C202,0.21
20184588,fn-Qui,ln-Xitekm,1994-04-12,C301,2.07
20201556,fn-Exwn,ln-Djpdrzn,2007-12-03,C401,3.53
20183170,fn-Vyv,ln-Fugfgk,2009-09-11,C503,0.04
20185778,fn-Hzz,ln-Kmilwgjm,1999-08-24,C505,2.44
20185952,fn-Djzocuj,ln-Lzogr,1991-11-29,C505,3.19
20201125,fn-Jdkt,ln-Pcsghbjvp,2000-12-26,C102,1.74
20181430,fn-Oviwt,ln-Nyrimrhoec,2007-02-22,C601,0.35
20201120,fn-Smtodmo,ln-Byvnlfvk,2003-05-24,C203,1.83
20191772,fn-Ninoe,ln-Msp,2005-10-13,C403,0.7
20192664,fn-Qcbjlvsw,ln-Olfdsgm,1997-11-29,C605,3.45
20183650,fn-Iuvsuldz,ln-Fnlhhpuzwk,2007-03-18,C304,0.22
20195532,fn-Koqm,ln-Fgo,1990-09-30,C501,2.9
20182318,fn-Tdld,ln-Gswxr,2002-09-05,C105,2.58
20201227,fn-Imhkgiue,ln-Vfvcloeznb,1993-10-04,C205,0.6
20203467,fn-Olqish,ln-Yckjsbogrb,2006-03-07,C602,2.09
20181728,fn-Lzbrror,ln-Wnimxyyre,1995-06-10,C604,2.29
20202336,fn-Oprsqkbubf,ln-Vers,1996-08-10,C403,3.52
20184604,fn-Msxph,ln-Exir,1993-11-17,C302,3.32
20191464,fn-Fgt,ln-Eljeqg,2005-12-31,C404,2.48
20193670,fn-Okhoyrqv,ln-Pwpnovws,2006-10-31,C105,3.49
20203645,fn-Vjedq,ln-Wkth,1998-10-16,C602,1.97
20192337,fn-Zwjjpldn,ln-Copvp,1993-12-12,C102,2.32
20204691,fn-Czmpmx,ln-Wwsgguxw,1990-04-20,C305,1.45
20191146,fn-Gmrwexu,ln-Yxstth,2001-01-25,C605,1.45
20192408,fn-Ipjilrjm,ln-Jegn,1999-12-12,C204,2.73
20191875,fn-Xmrmr,ln-Suyt,2000-10-05,C204,1.43
20204393,fn-Wtdpjidzfo,ln-Jgvuw,2001-07-26,C201,2.13
20204226,fn-Nzrez,ln-Foewzeqf,1995-09-22,C602,0.21
20205619,fn-Vhb,ln-Orqrllxo,1999-05-13,C102,3.72
20184102,fn-Luw,ln-Rwfj,1996-04-21,C203,0.03
20181789,fn-Jibb,ln-Obct,2000-03-23,C502,3.47
20204633,fn-Rcrwfl,ln-Vngcbh,2001-12-14,C305,3.74
20195393,fn-Wqeoysr,ln-Lile,2008-10-01,C203,2.0
20193733,fn-Jml,ln-Qzpzbvxlgh,2003-11-26,C203,0.47
20182039,fn-Tzy,ln-Okpepedp,1995-12-28,C401,2.5
20204527,fn-Kcbxoq,ln-Dxupxsrurw,2006-10-15,C503,1.49
20182521,fn-Gohsjri,ln-Vlx,1999-11-23,C301,0.03
20191102,fn-Itxhf,ln-Xkuyq,1994-06-03,C303,3.87
20193863,fn-Quhqpcy,ln-Jtyglrglcm,1996-12-27,C205,3.09
20195953,fn-Xgnf,ln-Brcnpdr,1993-12-18,C105,1.27
20185617,fn-Excwhb,ln-Szrsulo,2007-01-16,C602,3.93
20201971,fn-Kmogjf,ln-Hqdlqlvqjj,2001-07-02,C203,2.25
20205681,fn-Heif,ln-Wygm,1998-04-14,C601,2.63
20193721,fn-Wilkycpd,ln-Zhoiohjqp,2004-07-24,C201,3.36
20193648,fn-Wjjhbup,ln-Ifc,1990-10-24,C603,3.45
20205559,fn-Lfv,ln-Kzebcdvh,1994-11-16,C604,1.18
20193100,fn-Ffisc,ln-Hroxbexo,1999-11-23,C502,0.71
20203486,fn-Jocxcxtj,ln-Dby,1991-03-26,C401,3.74
20184473,fn-Peolixv,ln-Chlpt,2010-09-22,C503,3.18
20184934,fn-Uixtblnxyz,ln-Nmbcvksf,2009-11-20,C602,3.28
20202894,fn-Rroei,ln-Pmxggz,2004-11-06,C302,3.28
20182979,fn-Yrl,ln-Fxfrbwomdu,2004-02-12,C404,3.35
20192223,fn-Eeds,ln-Cgpgmfjkyb,1994-09-08,C104,2.35
20205331,fn-Yobdnso,ln-Qfsljt,2007-03-12,C601,1.94
20191435,fn-Tcfpofkw,ln-Ffxqkxq,1992-12-22,C504,1.6
20193496,fn-Idpu,ln-Idnlhqcg,1996-06-02,C104,2.78
20205301,fn-Wnyzszvukc,ln-Fhh,2006-04-24,C602,0.96
20204017,fn-Kxiri,ln-Wlsgzz,2008-12-04,C301,0.3
20185144,fn-Lmvv,ln-Dhsdg,2010-12-15,C304,0.19
20203135,fn-Rtlomxrnc,ln-Snzkvnltg,1993-12-29,C204,1.24
20185724,fn-Toexcqfkut,ln-Fkp,2007-04-18,C303,3.87
20205900,fn-Qzrfpwt,ln-Kbxlvth,2005-11-10,C103,0.58
20202396,fn-Hoedfmmku,ln-Myuul,2005-07-13,C402,1.36
20184901,fn-Jgsm,ln-Ccxgmuum,1995-12-05,C604,2.18
20194967,fn-Bnozubg,ln-Oekxfi,2003-12-10,C601,0.14
20203246,fn-Gsf,ln-Jofnvwoksm,1992-01-24,C303,0.05
20193873,fn-Ohqfwvjuku,ln-Vyfx,1996-08-30,C605,3.35
20184488,fn-Pglkgwy,ln-Hewbhukjzm,2002-12-06,C502,2.5
20184267,fn-Eefuem,ln-Dseewdzle,1994-12-23,C102,3.63
20204788,fn-Edktszyuj,ln-Comzfw,2009-09-28,C602,0.6
20185349,fn-Geyv,ln-Rzpolf,2006-06-09,C104,2.36
20181033,fn-Cmzlxb,ln-Colqe,2000-07-28,C104,3.18
20184338,fn-Hedct,ln-Oyyjkon,2006-11-01,C204,1.34
20181389,fn-Ebcwujc,ln-Thoy,2004-08-23,C403,1.28
20193740,fn-Rxrighh,ln-Ybxmolhh,1995-10-29,C602,1.6
20191511,fn-Ssuxjzulc,ln-Zhzihwtvp,1993-11-21,C401,0.48
20183822,fn-Uinj,ln-Zbszoqjz,2001-04-01,C104,2.72
20185490,fn-Nwet,ln-Dwigrpgh,1999-03-12,C505,2.97
20184599,fn-Mkslplbwz,ln-Qsryte,2008-10-15,C102,2.87
20182708,fn-Vwezdm,ln-Pdi,1992-02-22,C104,1.61
20194930,fn-Ujqsxmxpju,ln-Lrz,1998-08-02,C105,1.14
20203572,fn-Npcmvqhfk,ln-Csieqn,2004-12-31,C605,1.17
20183058,fn-Fdvoly,ln-Ygei,1998-06-05,C604,2.83
20184855,fn-Uxsjdt,ln-Ipf,1999-10-25,C503,0.7
20205834,fn-Qctsksdcl,ln-Gwfcj,1992-02-13,C105,1.37
20203422,fn-Nikbhvidnk,ln-Kgvuk,2003-11-21,C203,3.06
20182656,fn-Rqyg,ln-Lvuh,1993-02-14,C101,1.98
20192931,fn-Pfgsz,ln-Twkwik,1995-12-07,C403,0.06
20205230,fn-Jcnih,ln-Jzmrpsjo,2004-08-10,C104,0.71
20194863,fn-Igbrvdckjo,ln-Ivhhwj,1992-12-29,C505,0.03
20203261,fn-Ckhbofc,ln-Kwfyq,1993-01-28,C405,3.23
20181958,fn-Hhw,ln-Cjizxdvro,1998-05-22,C602,2.38
20205280,fn-Wtjss,ln-Smcynmetnn,1990-12-23,C305,2.72
20194561,fn-Tocfrxenuq,ln-Uxwfurwvsu,1999-10-03,C103,2.18
20204228,fn-Oiqd,ln-Mlnrbue,1999-10-20,C205,2.61
20182831,fn-Lgqy,ln-Gykyk,1992-10-21,C402,2.45
20183691,fn-Fzbwwfcu,ln-Qdqhmjivj,1990-03-14,C604,1.45
20192192,fn-Yug,ln-Xsicvt,2006-07-05,C605,3.23
20181082,fn-Wbmsyfi,ln-Wonysxh,2006-09-23,C304,3.74
20183714,fn-Nbcsjtyygc,ln-Chczblmj,1992-11-26,C104,0.07
20205952,fn-Mjwyvb,ln-Tfwdbyk,1999-10-22,C603,0.65
20204847,fn-Olitzj,ln-Ovg,1997-12-03,C601,1.6
20195247,fn-Jxj,ln-Pxesubreb,2003-09-16,C205,0.02
20204686,fn-Wjtxwoch,ln-Wktwndwci,2003-05-29,C605,0.95
20182356,fn-Vrg,ln-Dbxc,1998-01-04,C504,3.21
20191787,fn-Dnml,ln-Iwmkxefur,1993-10-13,C204,0.51
20205088,fn-Kfjnukhdun,ln-Jtxndejuvn,2001-09-09,C603,0.36
20203219,fn-Sfkjzrvr,ln-Syjsoxm,1993-05-14,C102,0.8
20192940,fn-Sotq,ln-Bujzx,2002-11-02,C603,3.33
20195882,fn-Wkmjfhcd,ln-Oqorvfcw,2010-12-09,C304,3.65
20182328,fn-Eiwddbyup,ln-Rmktu,1995-06-18,C102,0.36
20204608,fn-Skvynh,ln-Vkougde,2010-10-10,C203,1.61
20181434,fn-Crixclkqb,ln-Onjd,2007-11-10,C104,2.17
20195579,fn-Bszskv,ln-Ogulbetiv,1998-06-18,C605,3.6
20202893,fn-Wpliiki,ln-Txhujhdidg,2006-12-03,C305,1.42
20191039,fn-Zuoxxxsk,ln-Wbyfisiex,2009-09-01,C402,3.51
20185470,fn-Itvkt,ln-Xlyiuzrb,2003-10-28,C403,3.63
20191076,fn-Cxyhur,ln-Wwokojgssx,2009-05-10,C402,0.86
20184344,fn-Qfpbutrr,ln-Ouqz,2006-12-05,C103,3.73
20182363,fn-Uhlvcrr,ln-Gbwgw,2000-08-19,C102,3.63
20182384,fn-Wmqizmd,ln-Iggfviqkke,1995-09-04,C604,3.58
20203513,fn-Ysbkc,ln-Kngipniq,1999-07-16,C402,2.18
20193856,fn-Kwffmhdi,ln-Wkqudh,2005-01-31,C203,3.27
